SampleID	gene_name	source	gene_unique_identifier	bin_id	e_value	contig	gene_callers_id	start	stop	length	partial	query_id	flag	multi	len	subject_id	pct_identity	alignment_len	mismatches	gap_openings	query_start	query_end	subject_start	subject_end	blast_e_value	bit_score	taxaID	superkingdom	phylum	class	order	family	genus	species	Genus	geneMeanCov	geneStdCov	genLen
s101.STL.V01_1.4d	Arg_tRNA_synt_N	Campbell_et_al	698ed99845315c6f75a9a6058e487cec5d6ea4a9813af56a8b5dbf79	contigs	2.5e-24	c_000000005846	10631	55073	56807	1734	0	k141_6061	0	184.0430	197767	NZ_KE702072.1	99.997	197767	5	1	1	197767	672134	869899	0	365200	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	228.316426512968	80.1735476350815	1735
s101.STL.V01_1.4d	SecY	Campbell_et_al	7cb8226a956fec993b9ac50a224218e3f5566aeb81350cdd6ca2ad22	contigs	3.8e-122	c_000000003332	4171	0	1287	1287	0	k141_3457	0	340.2470	2874	NZ_AEYT01000040.1	100	2874	0	0	1	2874	14013	16886	0	5308	993513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	367.586180124224	48.080549757278	1288
s101.STL.V01_1.4d	IF-2	Campbell_et_al	7f53b3913d8ce7e33c9cdcdc2fc27ff82071c5445ca46de39f7a18e8	contigs	7.5e-43	c_000000000984	921	0	2046	2046	0	k141_1029	0	159.2528	6102	NZ_JTBZ02000029.1	99.508	6102	30	0	1	6102	4636	10737	0	11103	301102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter Enterobacter hormaechei	123.642507345739	34.0443915061526	2042
s101.STL.V01_1.4d	Ribosomal_L19	Campbell_et_al	15c83720286d2952327988deaa4ef51104cd381e99f05d398df0223f	contigs	1.7e-29	c_000000003276	4112	38624	38837	213	0	k141_3400	0	190.7840	38837	NZ_KE702073.1	100	38837	0	0	1	38837	55619	16783	0	71719	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	191.056338028169	83.2660354533084	213
s101.STL.V01_1.4d	Ribosomal_L19	Campbell_et_al	708abe3e9d931b5e246661c8dbdadb256a492cd29cedc22f8a3bde20	contigs	1.5e-37	c_000000003664	4559	0	237	237	0	k141_3806	0	213.2003	13192	NZ_KE702073.1	100	13192	0	0	1	13192	16884	3693	0	24362	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	231.974789915966	103.071190193215	238
s101.STL.V01_1.4d	Competence	Campbell_et_al	4a46ebf13df0316982b54d460f8b64ccd4b46c560577f3a1802af461	contigs	7.7e-57	c_000000003787	5072	1888	3838	1950	0	k141_3934	0	124.3776	3838	NZ_LNIO01000075.1	99.766	3838	9	0	1	3838	88108	91945	0	7038	1736701	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. 50858885	Enterobacter Enterobacter sp. 50858885	103.596923076923	34.8426881889906	1950
s101.STL.V01_1.4d	SRP_SPB	Campbell_et_al	70ebf87e2a73afb931d0dc22fc46562c1265a1fd750748f9f65e9364	contigs	1.1e-38	c_000000003276	4108	35471	36833	1362	0	k141_3400	0	190.7840	38837	NZ_KE702073.1	100	38837	0	0	1	38837	55619	16783	0	71719	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	182.25165077036	32.2468986065314	1363
s101.STL.V01_1.4d	Ribosomal_L5	Campbell_et_al	1283a0e268aee08b8109ddc207de5172fbf08817e3f74450bf3bccb1	contigs	2.9e-27	c_000000004351	6019	4855	5395	540	0	k141_4514	0	334.6645	6732	NZ_KE702074.1	99.109	6732	60	0	1	6732	28634	21903	0	12100	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	471.800369685767	63.9727146687187	541
s101.STL.V01_1.4d	Ribosomal_S5	Campbell_et_al	b0e8c1c55b5c340fce4df68cbc44508e2b0de310caa5768fa47c1462	contigs	6.7e-34	c_000000003332	4174	1915	2419	504	0	k141_3457	0	340.2470	2874	NZ_AEYT01000040.1	100	2874	0	0	1	2874	14013	16886	0	5308	993513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	365.134653465347	90.1224568534078	505
s101.STL.V01_1.4d	UPF0054	Campbell_et_al	c5f5a516235a7dfe1645e31b5b20b6e262d173f4cde802b91bdd1c2e	contigs	2.8e-45	c_000000005441	9058	84374	84842	468	0	k141_5643	0	192.9596	223274	NZ_KB733145.1	99.163	132270	1096	8	11436	143700	415432	547695	0	238100	1181738	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	258.234541577825	26.7664878664734	469
s101.STL.V01_1.4d	tRNA-synt_1d	Campbell_et_al	a3e3331f94fa6b08707871084a8f4785fa84fec154f00cc07452e655	contigs	4.6e-151	c_000000005846	10631	55073	56807	1734	0	k141_6061	0	184.0430	197767	NZ_KE702072.1	99.997	197767	5	1	1	197767	672134	869899	0	365200	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	228.316426512968	80.1735476350815	1735
s101.STL.V01_1.4d	Ribosomal_L3	Campbell_et_al	1465b56ca6c0c7650f0bab7d3c3b36fda9bb59b8660c314caf9c958c	contigs	5.1e-52	c_000000001735	1881	144	774	630	0	k141_1796	0	243.7445	18287	NZ_KE702074.1	100	18287	0	0	1	18287	28494	46780	0	33770	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	422.741679873217	27.5785427812177	631
s101.STL.V01_1.4d	IF3_C	Campbell_et_al	dc6dcd51f36aebf1b6e44e8b32c130e42e781ed79861472de3687409	contigs	6.9e-38	c_000000004862	7377	4434	4869	435	0	k141_5042	0	150.6140	6216	NZ_KQ089854.1	99.469	6217	32	1	1	6216	1800681	1794465	0	11297	1686386	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BWH52	Enterobacter Enterobacter sp. BWH52	109.415137614679	18.0957771216433	436
s101.STL.V01_1.4d	Ribosomal_L29	Campbell_et_al	c67b8b2aff27c7a19d6a2d9b7d429222532e4533c71343f7d8de33d2	contigs	5.1e-27	c_000000004351	6015	3534	3726	192	0	k141_4514	0	334.6645	6732	NZ_KE702074.1	99.109	6732	60	0	1	6732	28634	21903	0	12100	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	481.40932642487	26.7255206540758	193
s101.STL.V01_1.4d	dsrm	Campbell_et_al	cd69c1c7281354d5905d5546efafc1b590cd331215ba1ea283a8bbc6	contigs	3.9e-16	c_000000005605	9809	1	637	636	0	k141_5814	0	115.8447	4179	NZ_KQ089949.1	99.474	4179	22	0	1	4179	43156	47334	0	7596	1686394	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. MGH128	Enterobacter Enterobacter sp. MGH128	95.4505494505494	20.5057781513092	637
s101.STL.V01_1.4d	RNA_pol_Rpb1_5	Campbell_et_al	4367d2124ea6b6cdf6f1f93fe54ca579c7f38ce4f8c253a8643de6c9	contigs	1.2e-82	c_000000004985	7640	8242	12466	4224	0	k141_5173	0	203.8487	29975	NZ_KK736372.1	98.536	29990	415	21	1	29975	2972073	3002053	0	52927	1438677	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	290.969704142012	57.5488102328486	4225
s101.STL.V01_1.4d	Phe_tRNA-synt_N	Campbell_et_al	7b6966096bde12886c6043cdb25d43d4f119afbeaa363bd5068b643f	contigs	2.2e-31	c_000000004855	7309	2444	3428	984	0	k141_5035	0	186.4843	67927	NZ_KE702072.1	99.997	67927	2	0	1	67927	515156	583082	0	125400	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	153.860913705584	21.4954132273539	985
s101.STL.V01_1.4d	Val_tRNA-synt_C	Campbell_et_al	8f6dcf96eb25b74cf3e4465735b4e3c18f6e1271b29fe5d29f46519e	contigs	2.2e-18	c_000000004175	5746	451	3307	2856	0	k141_4334	0	95.0117	6644	NZ_KQ090005.1	99.383	6644	41	0	1	6644	76044	69401	0	12043	1686401	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BIDMC110	Enterobacter Enterobacter sp. BIDMC110	107.252712635632	29.0385353303267	2857
s101.STL.V01_1.4d	Ribosomal_L9_C	Campbell_et_al	4df30a0b5ae94d64cf2aee1f2646a8104dfaa22fc23e0930d90a4f52	contigs	1.2e-28	c_000000005725	9945	853	1303	450	0	k141_5937	0	231.8609	73202	NZ_KE700974.1	99.999	73202	1	0	1	73202	635871	709072	0	135200	1281140	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	252.820399113082	45.3052965343189	451
s101.STL.V01_1.4d	UBA	Campbell_et_al	e9062d3f0b5e9f8d51c7e8fe9e8bf91aaabd5ab8aba03a49e4d4b855	contigs	1.3e-13	c_000000003501	4342	1083	1935	852	0	k141_3632	0	169.2475	4832	NZ_JTBZ02000007.1	99.669	4832	16	0	1	4832	166514	161683	0	8835	301102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter Enterobacter hormaechei	115.494724501758	21.5524043695427	853
s101.STL.V01_1.4d	RecR	Campbell_et_al	0f40196e2f6296e60ec0620ea482e91995c22fe548f28155515be363	contigs	4.7e-18	c_000000005763	10346	77360	77966	606	0	k141_5975	0	194.9383	138589	NZ_KE702071.1	99.996	138454	4	1	136	138589	236362	374814	0	255600	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	192.690280065898	25.497031880984	607
s101.STL.V01_1.4d	Ribosomal_L20	Campbell_et_al	d71c21c1499c1d24b00deb82d15f5454ed595b12ed340cbad97bee3c	contigs	6.5e-50	c_000000004855	7310	3878	4235	357	0	k141_5035	0	186.4843	67927	NZ_KE702072.1	99.997	67927	2	0	1	67927	515156	583082	0	125400	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	273.776536312849	29.9780556017421	358
s101.STL.V01_1.4d	RuvA_C	Campbell_et_al	a0d02b9c6714ffd8dcf415e851dba90aaaecaa24299f861f1b57faf5	contigs	3.6e-18	c_000000001346	1433	2479	3094	615	0	k141_1395	0	99.7857	11239	NZ_KQ089854.1	99.537	11239	52	0	1	11239	2760355	2749117	0	20467	1686386	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BWH52	Enterobacter Enterobacter sp. BWH52	104.709415584416	20.2626247061704	616
s101.STL.V01_1.4d	Ribosomal_L18p	Campbell_et_al	d278ef19eba7566aa18b72f817832f145e39db665928db7d29445cbc	contigs	1.2e-39	c_000000003332	4175	2433	2787	354	0	k141_3457	0	340.2470	2874	NZ_AEYT01000040.1	100	2874	0	0	1	2874	14013	16886	0	5308	993513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	491.115492957746	39.2053936963197	355
s101.STL.V01_1.4d	Ribosomal_S7	Campbell_et_al	7901589ffdd87886422ebce9d1a875da52b0f987089861124c37d0fe	contigs	2.9e-64	c_000000005064	7972	193360	193831	471	0	k141_5253	0	218.5126	194065	NZ_KB732488.1	99.998	194065	3	0	1	194065	243791	49727	0	358400	1181751	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	332.040254237288	40.2271743026631	472
s101.STL.V01_1.4d	GTP1_OBG	Campbell_et_al	eee20f50ce74c6e188b02e8462adfee47db6cd1b0adfd268c9c14e78	contigs	1.1e-73	c_000000005463	9320	90138	91311	1173	0	k141_5666	1	221.2073	370578	NZ_ANXX01000077.1	99.993	332498	7	1	154	332635	351007	18510	0	613900	1169384	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	251.10136286201	34.8323586930639	1174
s101.STL.V01_1.4d	Ribosomal_S9	Campbell_et_al	8011930ba49355dd0efb48ee8d98340e7a5ab80ee64deacce5000d14	contigs	1.4e-49	c_000000005463	9281	53693	54086	393	0	k141_5666	1	221.2073	370578	NZ_ANXX01000077.1	99.993	332498	7	1	154	332635	351007	18510	0	613900	1169384	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	223.799492385787	36.1374658408791	394
s101.STL.V01_1.4d	PNPase	Campbell_et_al	93e561c016a0cfe41f95d2a2e89b3b92d06063332d9d00971efe0fd5	contigs	4.7e-29	c_000000000984	925	4173	6102	1929	0	k141_1029	0	159.2528	6102	NZ_JTBZ02000029.1	99.508	6102	30	0	1	6102	4636	10737	0	11103	301102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter Enterobacter hormaechei	139.081389320892	32.2425987991337	1929
s101.STL.V01_1.4d	Ribosomal_S5	Campbell_et_al	be58e0e1bc9e5262149c013b0c074af09a66d332213e3887d04ee412	contigs	2.4e-15	c_000000001865	2082	0	375	375	0	k141_1933	0	296.4851	2293	NZ_LJDO02000069.1	100	2293	0	0	1	2293	16320	14028	0	4235	1903134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. ST121:950178628	Enterobacter Enterobacter sp. ST121:950178628	132.768617021277	40.5062915172726	376
s101.STL.V01_1.4d	TIM	Campbell_et_al	c62fd4632f83638ccd651da0ca3fb33f79540c36d531d6f0296db149	contigs	1.3e-14	c_000000002559	2918	2	221	219	0	k141_2655	0	120.0000	3054	NZ_JTBZ02000025.1	99.574	3054	13	0	1	3054	42093	39040	0	5568	301102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter Enterobacter hormaechei	130.890909090909	26.2124601604453	220
s101.STL.V01_1.4d	CoaE	Campbell_et_al	9aaa361fa4dbcb156eba365714f3ef8e97700828946625b67e848a5c	contigs	1.6e-79	c_000000005745	10235	235953	236574	621	0	k141_5957	0	219.7069	247375	NZ_ANXX01000107.1	99.996	247378	5	3	1	247375	10	247385	0	456800	1169384	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	279.770096463023	35.5004734221276	622
s101.STL.V01_1.4d	Ribosomal_L9_C	Campbell_et_al	35493a53143ccbaaac97de985f549f27763f6451fb7cc80c2457dfe1	contigs	3.1e-28	c_000000000460	391	5427	5877	450	0	k141_475	0	168.2720	6730	NZ_LJDO02000013.1	99.435	6730	38	0	1	6730	77689	84418	0	12218	1903134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. ST121:950178628	Enterobacter Enterobacter sp. ST121:950178628	140.19955654102	15.3189816829614	451
s101.STL.V01_1.4d	RuvA_C	Campbell_et_al	0805511b75ce96733563e9429dfba9373787da0705ecc28c7becace1	contigs	1.4e-17	c_000000005471	9601	6178	6790	612	0	k141_5675	0	177.8979	76455	NZ_KE702072.1	100	76455	0	0	1	76455	667585	591131	0	141200	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	185.285481239804	50.9547575947616	613
s101.STL.V01_1.4d	RRF	Campbell_et_al	b04a6491062ea649e8533c19fc4d3d112542eb35491e0be8435906aa	contigs	4e-70	c_000000004943	7555	70890	71448	558	0	k141_5129	0	208.9098	101624	NZ_KE700972.1	99.998	101624	2	0	1	101624	126623	228246	0	187700	1281140	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	236.595706618962	44.138683155589	559
s101.STL.V01_1.4d	Ribosom_S12_S23	Campbell_et_al	aedff58cb8f832839522fc7c2d70d85ef19210772adacc2705cfeadc	contigs	3.2e-58	c_000000005064	7971	192889	193264	375	0	k141_5253	0	218.5126	194065	NZ_KB732488.1	99.998	194065	3	0	1	194065	243791	49727	0	358400	1181751	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	407.313829787234	31.256741911044	376
s101.STL.V01_1.4d	TRCF	Campbell_et_al	30dbe7dbff0844df123ffde650bed34af81ea72c8b883fa42377d487	contigs	3.4e-31	c_000000001193	1208	11349	14844	3495	0	k141_1240	0	190.1212	33836	NZ_KE702071.1	100	33836	0	0	1	33836	941032	907197	0	62484	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	169.372425629291	41.0204146873804	3496
s101.STL.V01_1.4d	GMP_synt_C	Campbell_et_al	8aafb537de8b67698955455f82ad49ad78f4e26c77c48a88772c20c4	contigs	8.8e-43	c_000000003863	5113	815	2393	1578	0	k141_4015	0	86.6046	3393	NZ_KQ089989.1	99.41	3392	20	0	2	3393	841135	844526	0	6154	1686399	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BIDMC100	Enterobacter Enterobacter sp. BIDMC100	86.2197593413553	17.5998823216726	1579
s101.STL.V01_1.4d	IF3_N	Campbell_et_al	22160ad01694ff8d788ad3e9cbbc297c3ae92812230795468e3af08c	contigs	5.1e-25	c_000000004855	7312	4581	5016	435	0	k141_5035	0	186.4843	67927	NZ_KE702072.1	99.997	67927	2	0	1	67927	515156	583082	0	125400	1281219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	190.933486238532	18.9290915861795	436
s101.STL.V01_1.4d	Phe_tRNA-synt_N	Campbell_et_al	6a5b0b8fafee315d982d0324cba05eeba649febe6ab3370d87f922c1	contigs	2.9e-30	c_000000004862	7374	2445	3429	984	0	k141_5042	0	150.6140	6216	NZ_KQ089854.1	99.469	6217	32	1	1	6216	1800681	1794465	0	11297	1686386	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BWH52	Enterobacter Enterobacter sp. BWH52	115.375634517766	17.3210072426175	985
